carat,depth,price,x,y,z,class
0.56,61,2833,5.28,5.34,3.24,1
0.7,59.6,2833,5.77,5.8,3.45,2
0.7,61,2833,5.74,5.76,3.51,2
0.61,61.7,2833,5.45,5.48,3.37,3
0.85,62.5,2833,6.02,6.07,3.78,2
0.7,60.7,2833,5.73,5.75,3.49,3
0.8,62.2,2834,5.94,5.87,3.67,1
0.8,62.8,2834,5.91,5.87,3.7,2
0.51,59.9,2834,5.16,5.19,3.1,2
0.53,61.4,2834,5.2,5.23,3.2,3
0.78,61.8,2834,5.92,5.95,3.67,2
0.9,63.4,2834,6.17,6.14,3.9,3
0.9,65.3,2834,6.07,6,3.94,1
0.77,60.7,2834,6.01,5.95,3.63,1
0.73,61.2,2835,5.89,5.81,3.58,3
0.63,61.9,2835,5.47,5.51,3.4,3
0.7,61.5,2835,5.7,5.75,3.52,1
0.72,62.8,2835,5.71,5.73,3.59,1
0.72,61,2835,5.78,5.8,3.53,1
0.75,59.6,2835,6.04,5.94,3.57,3
0.82,60.7,2836,6.04,6.06,3.67,2
0.71,62.8,2836,5.6,5.65,3.53,1
0.7,62.6,2837,5.69,5.66,3.55,1
0.7,61.8,2837,5.74,5.69,3.53,1
0.71,59.8,2838,5.86,5.82,3.49,3
0.76,60.9,2838,5.92,5.94,3.61,2
0.82,64.9,2838,5.83,5.79,3.77,3
0.72,58.8,2838,5.91,5.89,3.47,3
0.7,62.3,2838,5.72,5.64,3.54,3
0.7,61.7,2838,5.69,5.63,3.49,3
0.7,62.6,2838,5.73,5.64,3.56,1
0.7,59.4,2838,5.83,5.79,3.45,3
0.7,63.5,2838,5.53,5.49,3.5,1
0.7,60.9,2838,5.71,5.66,3.46,3
0.7,59.5,2838,5.85,5.75,3.45,3
0.7,63,2838,5.64,5.57,3.53,1
0.74,60,2839,5.85,5.89,3.52,1
0.71,61.5,2839,5.74,5.71,3.52,3
0.7,61.6,2839,5.75,5.72,3.53,3
0.71,62.1,2839,5.82,5.68,3.57,3
0.71,59.1,2839,5.84,5.81,3.44,3
0.71,59,2839,5.82,5.8,3.43,3
0.71,60.5,2839,5.75,5.72,3.47,3
0.7,62.4,2839,5.73,5.71,3.57,3
0.73,61.8,2839,5.8,5.82,3.59,1
0.7,62.1,2839,5.69,5.72,3.54,1
0.7,61.3,2839,5.71,5.74,3.51,1
0.71,60.3,2839,5.82,5.78,3.5,1
0.71,59.2,2839,5.87,5.82,3.46,3
0.79,59.3,2839,6.09,6.01,3.59,1
0.71,62.7,2839,5.7,5.62,3.55,3
0.77,61,2840,5.9,5.87,3.59,2
0.75,59.8,2840,5.85,5.92,3.52,3
0.7,61,2840,5.75,5.8,3.52,3
0.71,59.3,2840,5.88,5.82,3.47,3
0.92,61.9,2840,6.27,6.2,3.86,2
0.83,61.4,2840,6.08,6.04,3.72,3
0.7,59.2,2840,5.87,5.78,3.45,2
0.73,60.3,2841,5.9,5.87,3.55,3
0.71,63.4,2841,5.69,5.61,3.58,2
0.73,63.9,2841,5.66,5.71,3.63,2
0.82,61.7,2841,6,6.12,3.74,3
0.82,62.3,2841,5.96,6.02,3.73,3
0.82,59.7,2841,6.12,6.14,3.66,3
0.52,61.2,2841,5.19,5.21,3.18,3
1,58.9,2841,6.6,6.55,3.87,3
0.95,66.7,2841,6.16,6.03,4.06,1
0.73,61.4,2841,5.76,5.8,3.55,2
0.73,59.9,2841,5.87,5.77,3.5,3
0.73,61.4,2841,5.82,5.77,3.56,1
0.8,62.6,2842,5.92,5.96,3.72,2
0.7,58.7,2842,5.8,5.72,3.38,3
0.7,60.2,2843,5.71,5.75,3.45,1
0.7,62.7,2843,5.65,5.67,3.55,1
0.71,59.4,2843,5.76,5.82,3.44,1
0.81,63.2,2843,5.91,5.92,3.74,3
0.71,61.5,2843,5.73,5.79,3.54,2
0.73,61.3,2843,5.81,5.84,3.57,1
0.73,61.8,2843,5.73,5.79,3.56,3
0.72,62,2843,5.71,5.74,3.55,1
0.81,62.1,2843,5.91,5.95,3.68,3
0.71,60.7,2843,5.81,5.78,3.52,1
0.73,57.7,2844,5.92,5.96,3.43,1
0.7,62,2844,5.65,5.68,3.51,1
1.01,61.5,2844,6.45,6.46,3.97,2
1.01,63.1,2844,6.35,6.39,4.02,2
0.79,62.5,2844,5.91,5.93,3.7,2
0.7,61.8,2845,5.65,5.68,3.5,1
0.7,58.9,2845,5.83,5.85,3.44,1
0.8,63.4,2845,5.92,5.82,3.72,2
1.27,59.3,2845,7.12,7.05,4.2,2
0.79,61.5,2846,5.96,5.91,3.65,2
0.72,60.2,2846,5.79,5.84,3.5,3
0.73,61.6,2846,5.79,5.84,3.58,2
1.01,65.4,2846,6.3,6.26,4.11,2
1.01,64.2,2846,6.25,6.18,3.99,2
0.73,59.1,2846,5.92,5.95,3.51,1
0.7,61.6,2846,5.71,5.76,3.53,1
0.7,59.1,2846,5.76,5.84,3.43,3
0.77,62.9,2846,5.84,5.79,3.66,1
0.77,61.3,2846,5.91,5.81,3.59,1
0.77,61.4,2846,5.94,5.89,3.63,1
0.84,61.2,2847,6.1,6.12,3.74,2
0.72,60.3,2847,5.83,5.85,3.52,1
0.76,61.1,2847,5.93,5.88,3.61,2
0.7,62.9,2848,5.61,5.68,3.55,1
0.54,61.5,2848,5.25,5.29,3.24,2
0.75,64.6,2848,5.74,5.72,3.7,2
0.79,64.1,2849,5.86,5.84,3.75,1
0.74,63.1,2849,5.75,5.73,3.62,1
0.7,61,2850,5.74,5.77,3.51,1
0.7,60.8,2850,5.69,5.79,3.49,3
0.75,61.5,2850,5.83,5.87,3.6,3
1.2,63.1,2850,6.75,6.67,4.23,2
0.8,63.4,2851,5.89,5.82,3.71,3
0.66,62.1,2851,5.54,5.57,3.45,2
0.87,61,2851,6.22,6.07,3.75,3
0.86,62.7,2851,6.04,5.98,3.77,2
0.74,61,2851,5.85,5.81,3.56,3
0.58,60.6,2852,5.37,5.43,3.27,1
0.78,61.5,2852,5.88,5.92,3.63,2
0.74,61.3,2852,5.85,5.86,3.59,1
0.73,62.7,2852,5.7,5.79,3.6,1
0.91,63.5,2852,6.12,6.07,3.87,2
0.71,62.6,2853,5.67,5.7,3.56,3
0.71,63.5,2853,5.64,5.66,3.59,1
0.79,62.8,2853,5.9,5.85,3.69,2
0.79,60,2853,6.07,6.03,3.63,2
0.71,62.7,2853,5.73,5.66,3.57,1
0.82,61.9,2853,5.99,5.97,3.7,2
0.78,61.9,2854,5.87,5.95,3.66,2
0.7,62.4,2854,5.64,5.7,3.54,1
1.12,59.1,2854,6.78,6.75,4,2
0.73,62,2854,5.86,5.76,3.6,1
0.91,64.4,2854,6.06,6.03,3.89,3
0.91,65.4,2854,6.04,6,3.94,3
0.91,64.2,2854,6.12,6.09,3.92,3
0.91,65.8,2854,6.04,6.01,3.96,2
0.7,58.4,2854,5.91,5.83,3.43,1
0.68,61.7,2854,5.67,5.64,3.49,3
0.73,62.5,2855,5.7,5.75,3.58,3
1.03,63.6,2855,6.38,6.29,4.03,3
0.74,62.4,2855,5.8,5.74,3.6,2
0.98,53.3,2855,6.82,6.74,3.61,1
1.02,53,2856,6.84,6.77,3.66,2
1,67.8,2856,5.96,5.9,4.02,1
1.02,61.6,2856,6.49,6.43,3.98,2
0.6,60.8,2856,5.44,5.49,3.32,3
0.8,61.6,2856,5.97,6.01,3.69,1
0.97,60.7,2856,6.43,6.41,3.9,3
1,67.9,2856,6.19,6.03,4.15,2
0.26,62.3,556,4.05,4.08,2.53,1
0.26,62.1,556,4.09,4.12,2.55,1
0.36,61.9,556,4.57,4.59,2.83,2
0.34,57.5,556,4.6,4.66,2.66,1
0.34,63.3,556,4.44,4.47,2.82,1
0.34,63.5,556,4.44,4.47,2.83,1
0.34,63.4,556,4.44,4.46,2.82,1
0.34,59.6,556,4.54,4.56,2.71,1
0.34,62.2,556,4.47,4.5,2.79,1
0.32,64.1,556,4.34,4.37,2.79,1
0.31,61.6,557,4.36,4.41,2.7,2
0.31,61.3,557,4.36,4.38,2.68,2
0.31,62.3,557,4.37,4.4,2.73,2
0.31,62,557,4.37,4.4,2.72,2
0.31,62.7,557,4.33,4.35,2.72,2
0.31,62.2,557,4.36,4.38,2.72,2
0.31,62.2,557,4.32,4.35,2.7,1
0.31,61.6,557,4.35,4.37,2.69,2
0.31,61.8,557,4.33,4.37,2.69,2
0.33,59.4,557,4.52,4.5,2.68,1
0.33,62.3,557,4.43,4.4,2.75,3
0.33,62.6,557,4.42,4.4,2.76,1
0.33,61.9,557,4.45,4.41,2.74,1
0.33,63,557,4.42,4.4,2.78,3
0.33,62.8,557,4.41,4.38,2.76,3
0.33,61.5,557,4.46,4.39,2.72,3
0.33,62.1,557,4.44,4.41,2.75,3
0.33,63,557,4.39,4.37,2.76,2
0.33,63.6,557,4.43,4.4,2.81,2
0.33,60.4,557,4.54,4.5,2.73,2
1,66.1,2856,6.21,5.97,4.04,2
0.77,60.8,2856,5.92,5.86,3.58,3
0.77,61,2856,5.94,5.9,3.61,3
0.7,60.1,2857,5.68,5.71,3.42,1
0.9,63.1,2857,6.08,6.02,3.82,1
0.72,62.3,2857,5.76,5.7,3.57,1
0.9,61.9,2857,6.2,6.14,3.82,2
0.72,62.1,2857,5.76,5.73,3.57,1
0.7,62.1,2858,5.63,5.71,3.52,1
0.81,61.3,2858,6.02,6.05,3.7,3
0.81,61.7,2858,6,6.05,3.72,3
0.71,61,2858,5.76,5.69,3.49,1
0.7,61.4,2858,5.73,5.7,3.51,1
0.71,61.5,2858,5.76,5.68,3.52,1
0.71,63.5,2858,5.68,5.59,3.58,1
0.92,62.9,2858,6.22,6.18,3.9,3
0.76,62.7,2858,5.88,5.83,3.67,1
0.73,61.5,2858,5.84,5.8,3.58,2
0.71,60.4,2858,5.74,5.72,3.46,2
0.7,63.6,2858,5.61,5.58,3.56,1
0.9,64.5,2858,6.06,6,3.89,1
0.71,56.9,2858,5.89,5.84,3.34,2
0.7,61,2859,5.76,5.74,3.51,2
0.7,62.4,2859,5.72,5.66,3.55,2
0.77,60.9,2859,5.91,5.88,3.59,3
0.71,61.5,2859,5.74,5.78,3.54,1
0.7,59.6,2859,5.8,5.77,3.45,2
0.75,55.8,2859,6.09,5.98,3.37,3
0.83,59.2,2859,6.17,6.12,3.64,1
0.71,61.3,2860,5.68,5.73,3.5,3
0.9,63.6,2860,6.07,6.1,3.87,3
0.6,61.9,2860,5.41,5.44,3.35,1
0.71,62.9,2860,5.66,5.6,3.54,2
0.53,61.4,2860,5.23,5.2,3.2,3
0.71,60.7,2861,5.95,5.78,3.56,2
0.62,61.6,2861,5.45,5.48,3.37,1
0.62,61.6,2861,5.48,5.51,3.38,1
0.9,63,2861,6.09,6.01,3.81,2
0.62,60.1,2861,5.53,5.56,3.33,3
0.82,61.7,2861,6.01,5.98,3.7,1
0.66,61,2861,5.67,5.57,3.43,2
0.7,62.5,2862,5.67,5.72,3.56,2
0.8,62.6,2862,5.9,5.92,3.7,3
0.8,62.5,2862,5.88,5.92,3.69,2
0.79,62.3,2862,5.97,5.91,3.7,3
0.71,63.2,2862,5.65,5.61,3.56,3
0.7,61.1,2862,5.71,5.74,3.5,2
0.7,58.7,2862,5.73,5.69,3.35,1
0.79,60,2862,6.07,5.99,3.64,2
0.7,59.5,2862,5.82,5.77,3.45,1
1.22,60.9,2862,6.93,6.88,4.21,1
1.01,67.6,2862,6.21,6.11,4.18,1
0.73,62.5,2862,5.78,5.64,3.59,1
0.91,64.3,2863,6.05,6.09,3.9,2
0.71,60.8,2863,5.8,5.77,3.52,2
0.83,62.3,2863,6.01,5.97,3.73,1
0.84,62.3,2863,6.06,6.01,3.76,3
0.71,61,2863,5.82,5.75,3.53,2
0.71,59.7,2863,5.82,5.8,3.47,2
0.71,61.7,2863,5.8,5.68,3.54,2
0.71,61.7,2863,5.75,5.7,3.53,2
0.71,61.4,2863,5.79,5.75,3.54,2
0.71,60.6,2863,5.79,5.77,3.5,2
0.91,59.5,2863,6.4,6.18,3.74,3
0.9,59.8,2863,6.24,6.21,3.72,3
0.71,61.5,2863,5.74,5.68,3.51,2
0.71,59.1,2863,5.84,5.8,3.44,1
0.72,59.5,2863,5.91,5.86,3.5,3
0.72,60.9,2863,5.78,5.74,3.51,1
0.71,61,2863,5.79,5.75,3.52,1
0.81,60.3,2864,6.07,6.04,3.65,1
0.83,61.6,2865,6.05,6.07,3.73,2
0.73,60.8,2865,5.87,5.81,3.55,2
0.56,62,2866,5.25,5.3,3.27,2
0.56,61.8,2866,5.27,5.31,3.27,2
0.71,62.2,2866,5.74,5.7,3.56,1
0.7,62.3,2866,5.66,5.7,3.54,2
0.96,61.3,2866,6.39,6.3,3.89,2
0.71,62.9,2867,5.67,5.69,3.57,2
0.7,62.4,2867,5.68,5.61,3.52,2
0.71,60.4,2867,5.78,5.81,3.5,2
0.8,61.2,2867,6.05,5.98,3.68,2
0.95,58.4,2867,6.49,6.41,3.77,3
0.82,62.3,2867,5.99,5.95,3.72,3
0.52,61.2,2867,5.21,5.19,3.18,3
0.82,61.7,2867,6.12,6,3.74,3
0.82,62.3,2867,6.02,5.96,3.73,3
0.82,59.7,2867,6.14,6.12,3.66,3
0.8,61.3,2867,5.96,5.91,3.64,1
0.96,68.2,2867,6.07,5.88,4.1,3
0.72,62.4,2868,5.72,5.75,3.58,2
0.62,60.5,2868,5.52,5.56,3.35,1
0.79,61,2868,5.96,5.9,3.62,1
0.75,63.1,2868,5.78,5.7,3.62,1
1.08,61.9,2869,6.55,6.48,4.03,2
0.72,60.8,2869,5.77,5.84,3.53,1
0.62,61.8,2869,5.43,5.47,3.37,1
0.73,61.3,2869,5.84,5.81,3.57,1
0.72,60.9,2869,5.79,5.77,3.52,2
0.52,61.8,2870,5.16,5.13,3.18,3
0.83,62.2,2870,6,6.05,3.75,1
0.64,62.1,2870,5.56,5.51,3.44,1
0.8,62.5,2870,5.94,5.9,3.7,1
0.74,62.1,2870,5.77,5.83,3.6,2
0.72,61.5,2870,5.72,5.79,3.54,3
0.82,59.5,2870,6.12,6.09,3.63,2
0.73,61.3,2870,5.81,5.78,3.55,1
1.04,61.6,2870,6.47,6.45,3.98,2
0.73,61.3,2871,5.76,5.83,3.55,1
0.73,63.6,2871,5.7,5.72,3.63,1
0.9,62.8,2871,6.13,6.03,3.82,3
0.75,61.8,2871,5.83,5.85,3.61,2
0.79,62.6,2871,5.91,5.95,3.71,1
0.7,62.5,2872,5.59,5.62,3.51,2
0.75,60.7,2872,5.87,5.92,3.58,2
1.02,61.7,2872,6.44,6.49,3.99,2
0.7,59,2872,5.79,5.81,3.42,1
0.7,61.8,2872,5.63,5.73,3.51,2
0.7,61.4,2872,5.66,5.71,3.49,1
0.7,61.4,2872,5.71,5.75,3.52,2
0.7,60.7,2872,5.72,5.75,3.48,2
0.7,60.2,2872,5.75,5.82,3.48,2
0.72,58.3,2872,5.89,5.94,3.45,1
0.74,62.3,2872,5.74,5.78,3.59,1
0.84,65.1,2872,5.88,5.97,3.86,1
0.76,62,2873,5.8,5.86,3.62,3
0.77,63.2,2873,5.8,5.84,3.68,1
0.76,62.8,2873,5.78,5.82,3.64,1
1,61.7,2873,6.45,6.41,3.97,2
1,65.5,2873,6.14,6.07,4,2
0.9,65.7,2873,6.03,6,3.95,2
0.9,61.8,2873,6.16,6.13,3.8,3
0.9,64,2873,6,5.96,3.83,3
0.9,65.3,2873,5.98,5.94,3.89,2
0.9,65.8,2873,6.01,5.96,3.94,2
0.9,60.9,2873,6.26,6.22,3.8,3
0.78,62.6,2874,5.91,5.82,3.67,3
0.71,61.2,2874,5.69,5.74,3.5,2
0.7,59,2874,5.79,5.77,3.41,3
0.7,60.8,2874,5.71,5.67,3.46,3
0.7,61.8,2874,5.67,5.63,3.49,1
0.7,61,2874,5.77,5.73,3.51,3
0.7,61.6,2874,5.75,5.71,3.53,3
0.7,62.4,2874,5.69,5.65,3.54,3
0.7,62.9,2874,5.68,5.61,3.55,1
1,67.7,2875,6.11,5.98,4.09,2
0.77,62.4,2875,5.84,5.9,3.66,2
1,65.5,2875,6.3,6.25,4.11,3
1,66.3,2875,6.08,6.03,4.01,2
1,69.5,2875,6.17,6.1,4.26,2
0.73,62.6,2876,5.68,5.75,3.58,1
0.79,60.6,2876,6.04,5.98,3.64,1
0.72,62.2,2877,5.74,5.76,3.57,2
0.71,62.4,2877,5.75,5.7,3.57,1
0.74,62.3,2877,5.8,5.83,3.62,1
0.7,62.7,2877,5.6,5.66,3.53,2
0.7,59.1,2877,5.82,5.86,3.44,3
0.79,62.8,2878,5.86,5.89,3.69,3
0.79,62.7,2878,5.82,5.89,3.67,3
0.79,59.7,2878,6,6.07,3.6,2
0.71,61.5,2878,5.76,5.78,3.55,2
0.79,62.8,2878,5.88,5.9,3.7,3
0.73,61.4,2879,5.81,5.86,3.58,3
0.63,60.3,2879,5.55,5.53,3.34,1
0.7,60.4,2879,5.73,5.7,3.45,3
0.71,62.7,2879,5.71,5.67,3.57,3
0.84,61,2879,6.13,6.1,3.73,1
0.84,62.3,2879,6.08,6.03,3.77,1
1.02,60.3,2879,6.53,6.5,3.93,3
0.72,56.9,2879,5.93,5.77,3.33,3
0.72,62,2879,5.76,5.73,3.56,3
0.92,58.7,2880,6.34,6.43,3.75,3
0.74,63.9,2880,5.72,5.74,3.66,2
0.7,62,2881,5.74,5.71,3.55,2
0.71,60,2881,5.84,5.83,3.5,1
1.05,62,2881,6.5,6.47,4.02,2
0.7,62.8,2882,5.62,5.65,3.54,2
0.54,61.8,2882,5.23,5.26,3.24,3
0.73,59.9,2882,5.87,5.84,3.51,3
0.88,56.6,2882,6.39,6.32,3.6,3
0.73,58.7,2882,5.97,5.92,3.49,3
0.72,61.8,2883,5.75,5.81,3.57,2
0.9,62.7,2883,6.09,6,3.79,2
0.9,65,2883,6.01,5.96,3.89,2
1.03,65.3,2884,6.32,6.27,4.11,2
0.84,63.8,2885,5.95,6,3.81,3
1.01,62.7,2885,6.36,6.27,3.96,2
0.77,61.5,2885,5.9,5.93,3.64,2
0.8,56.3,2885,6.22,6.14,3.48,1
0.9,66.9,2885,6.02,5.9,3.99,2
0.73,61.4,2886,5.79,5.81,3.56,1
0.72,62.7,2886,5.64,5.69,3.55,1
0.71,62.4,2887,5.71,5.79,3.59,2
0.7,62.6,2887,5.66,5.69,3.55,1
0.79,61.7,2888,5.93,5.96,3.67,2
0.72,62.5,2889,5.68,5.72,3.56,1
0.7,63.5,2889,5.62,5.66,3.58,1
0.7,62.2,2889,5.64,5.75,3.54,3
0.9,63.5,2889,6.09,6.14,3.88,2
0.71,62.8,2889,5.69,5.72,3.58,3
0.5,62.2,2889,5.08,5.12,3.17,1
0.5,62.2,2889,5.09,5.11,3.17,1
0.74,61.2,2889,5.83,5.87,3.58,3
0.77,61.8,2889,5.94,5.9,3.66,3
0.77,59.8,2889,5.99,5.95,3.57,1
0.8,61.5,2890,6.07,6,3.71,3
0.8,62.4,2890,5.9,5.87,3.67,3
0.8,61.5,2890,5.97,5.94,3.66,3
0.8,63.8,2890,5.87,5.83,3.73,3
0.66,61.5,2890,5.61,5.58,3.44,1
0.71,61.2,2891,5.71,5.79,3.52,1
0.71,61.2,2891,5.73,5.77,3.52,3
0.71,61.6,2891,5.74,5.76,3.54,1
0.71,62.7,2891,5.71,5.75,3.59,1
0.72,61.1,2891,5.78,5.81,3.54,2
0.71,62.3,2891,5.7,5.73,3.56,2
0.86,61.8,2892,6.12,6.14,3.79,2
1.19,65.1,2892,6.62,6.55,4.29,2
0.71,62.6,2893,5.66,5.71,3.56,3
0.82,62.5,2893,5.99,6.04,3.76,1
0.71,61.5,2893,5.73,5.75,3.53,1
0.75,62.5,2893,5.78,5.83,3.63,3
0.7,59.2,2893,5.87,5.78,3.45,2
0.8,62.5,2893,5.89,5.92,3.69,1
0.82,59.9,2893,6.02,6.04,3.61,1
0.82,63.4,2893,6,5.93,3.78,1
0.82,59.9,2893,6.09,6.06,3.64,1
0.81,62.4,2894,5.91,5.99,3.71,1
0.81,62.2,2894,5.96,6,3.72,1
0.76,61.4,2894,5.88,5.92,3.62,3
0.71,60.9,2895,5.75,5.78,3.51,1
0.7,61.8,2895,5.66,5.76,3.53,3
0.7,62.1,2895,5.71,5.75,3.56,1
0.74,59.8,2896,5.85,5.89,3.51,1
0.77,61.3,2896,5.81,5.91,3.59,1
0.77,58.3,2896,6,6.05,3.51,1
0.53,61.6,2896,5.18,5.24,3.21,3
0.79,61.5,2896,5.91,5.96,3.65,2
0.73,61.5,2896,5.82,5.86,3.59,1
0.77,62.1,2896,5.83,5.89,3.64,2
0.77,60.9,2896,5.94,5.88,3.6,1
1.01,63.1,2896,6.39,6.35,4.02,2
1.01,61.5,2896,6.46,6.45,3.97,2
0.6,60.6,2897,5.48,5.51,3.33,2
0.76,61.1,2897,5.91,5.85,3.59,1
0.54,61.4,2897,5.3,5.34,3.26,2
0.72,62.5,2897,5.69,5.74,3.57,1
0.72,59.4,2897,5.82,5.89,3.48,3
0.74,61.8,2897,5.81,5.77,3.58,2
1.12,60.6,2898,6.68,6.61,4.03,3
0.75,62.3,2898,5.83,5.8,3.62,2
0.77,62.6,2898,5.92,5.81,3.67,2
0.98,57.9,2898,6.51,6.47,3.76,2
0.79,61.1,2898,5.98,5.93,3.64,1
0.79,62.3,2898,5.9,5.85,3.66,1
0.79,62.3,2898,5.9,5.85,3.66,1
0.79,62.3,2898,5.9,5.85,3.66,1
0.79,62.3,2898,5.9,5.85,3.66,1
0.79,62.3,2898,5.9,5.85,3.66,1
0.7,59.9,2899,5.75,5.81,3.46,1
0.7,61.9,2900,5.71,5.72,3.54,3
0.72,62.7,2900,5.68,5.65,3.55,2
0.8,62.7,2901,5.91,5.93,3.71,3
0.81,63,2901,5.95,5.9,3.73,1
0.81,62.5,2901,5.97,5.9,3.71,1
0.74,61.9,2901,5.81,5.78,3.59,1
0.73,62,2902,5.76,5.73,3.56,1
0.73,61.4,2902,5.82,5.8,3.57,1
0.75,61.6,2902,5.82,5.86,3.6,1
0.71,64.6,2902,5.62,5.59,3.62,1
0.71,59.6,2902,5.85,5.8,3.47,1
0.75,62.8,2903,5.78,5.74,3.62,2
0.75,62.3,2903,5.83,5.8,3.62,2
0.72,61.9,2903,5.78,5.75,3.57,2
0.72,61.4,2903,5.79,5.71,3.53,2
0.72,61.1,2903,5.8,5.75,3.53,1
0.79,63,2904,5.91,5.94,3.73,3
0.79,62.8,2904,5.85,5.9,3.69,2
0.7,58.4,2904,5.83,5.91,3.43,1
0.62,62,2904,5.48,5.52,3.41,1
0.7,59.3,2905,5.78,5.82,3.44,1
0.7,63.4,2905,5.62,5.64,3.57,1
0.7,63.3,2905,5.59,5.62,3.55,1
0.71,62.1,2905,5.65,5.71,3.53,1
0.86,61.2,2905,6.1,6.16,3.75,2
0.53,62.5,2905,5.16,5.21,3.24,2
0.91,63.5,2905,6.17,6.12,3.9,3
0.95,63.8,2905,6.23,6.13,3.94,2
0.91,62.8,2905,6.19,6.14,3.87,3
0.74,62.4,2906,5.74,5.8,3.6,2
0.8,62.2,2906,5.92,5.95,3.69,2
0.74,62.8,2906,5.74,5.76,3.61,1
0.61,62.4,2907,5.42,5.43,3.38,1
0.61,62.4,2907,5.42,5.45,3.39,1
0.61,62.1,2907,5.43,5.45,3.38,1
0.72,62.8,2907,5.68,5.72,3.58,2
0.7,62.3,2907,5.69,5.73,3.56,3
0.71,61.9,2907,5.7,5.74,3.54,3
0.79,60.3,2907,5.98,6.02,3.62,1
0.72,62.6,2907,5.7,5.73,3.58,1
0.33,62.9,557,4.46,4.41,2.79,1
0.39,61.5,558,4.66,4.7,2.88,2
0.32,61.3,558,4.41,4.46,2.72,2
0.25,61.2,558,4.05,4.02,2.47,3
0.25,63.6,558,4.04,4.01,2.56,3
0.25,60.7,558,4.13,4.11,2.5,1
0.25,61.5,558,4.04,4.02,2.48,1
0.31,60.8,558,4.37,4.34,2.65,2
0.31,59.8,558,4.42,4.38,2.63,2
0.31,63.2,558,4.4,4.3,2.75,2
0.31,62.3,558,4.35,4.32,2.7,2
0.31,58.7,558,4.47,4.43,2.61,2
0.31,62.7,558,4.34,4.31,2.71,2
0.31,61.7,558,4.4,4.35,2.7,1
0.31,60.1,558,4.44,4.41,2.66,1
0.31,61.3,558,4.37,4.34,2.67,1
0.31,60.8,558,4.42,4.37,2.67,2
0.31,59.9,558,4.4,4.38,2.63,2
0.31,59.9,558,4.44,4.41,2.65,2
0.31,61.1,558,4.38,4.36,2.67,2
0.31,60.7,558,4.34,4.32,2.63,2
0.31,63.1,558,4.34,4.31,2.73,2
0.31,62.3,558,4.32,4.31,2.69,2
0.31,61.7,558,4.39,4.36,2.7,2
0.31,61,558,4.39,4.33,2.66,2
0.31,63.6,558,4.31,4.28,2.73,2
0.31,62.4,558,4.35,4.31,2.7,2
0.31,62.8,558,4.32,4.28,2.7,2
0.31,62.9,558,4.31,4.27,2.7,2
0.31,60.9,558,4.38,4.35,2.66,1
0.82,63.6,2908,5.9,5.95,3.77,2
0.73,61.5,2908,5.8,5.84,3.58,2
0.7,61,2909,5.75,5.7,3.49,2
0.7,60.9,2909,5.71,5.69,3.47,2
0.71,61.2,2909,5.76,5.81,3.54,2
0.71,61.9,2909,5.7,5.74,3.54,2
0.9,61.9,2909,6.19,6.13,3.81,2
0.71,62.9,2910,5.6,5.66,3.54,2
1.05,58.3,2911,6.72,6.67,3.9,2
0.59,61.1,2911,5.39,5.41,3.3,1
0.71,60.6,2911,5.76,5.8,3.5,1
0.77,60.3,2911,5.89,5.96,3.57,3
0.73,64.2,2912,5.68,5.72,3.66,1
0.7,58.7,2912,5.69,5.73,3.35,1
0.73,63.2,2912,5.75,5.76,3.64,1
0.8,61.2,2912,5.97,5.95,3.65,1
1,65.2,2912,6.3,6.22,4.08,2
1,66,2912,6.31,6.24,4.13,2
1,67,2912,6.25,6.12,4.16,2
0.7,60.7,2913,5.72,5.74,3.48,2
0.71,61.4,2913,5.75,5.79,3.54,2
0.71,60.8,2913,5.7,5.74,3.48,1
0.71,60.6,2913,5.77,5.79,3.5,2
0.71,61.7,2913,5.68,5.8,3.54,2
0.71,61.7,2913,5.7,5.75,3.53,2
0.71,59.7,2913,5.8,5.82,3.47,2
0.91,62,2913,6.18,6.23,3.85,2
0.83,62.2,2913,6.05,5.97,3.74,1
0.85,62,2913,6.1,6.02,3.76,1
0.8,63.5,2914,5.86,5.89,3.73,3
0.73,61.4,2914,5.76,5.8,3.55,1
0.83,62,2915,6.03,6.06,3.74,2
0.77,63.6,2915,5.79,5.88,3.71,1
0.8,62,2915,5.94,6.01,3.7,1
0.71,62.2,2915,5.74,5.71,3.56,3
0.73,60.8,2916,5.8,5.83,3.54,2
0.93,62,2917,6.22,6.26,3.87,2
0.74,62.5,2917,5.78,5.74,3.6,3
0.7,62.5,2917,5.63,5.67,3.53,1
0.71,61.2,2917,5.77,5.73,3.52,3
0.71,59.5,2918,5.82,5.87,3.48,3
0.8,61.2,2918,5.98,6.05,3.68,2
0.71,62.1,2918,5.7,5.76,3.56,2
0.72,61.8,2918,5.75,5.79,3.56,2
0.83,63.1,2918,5.95,5.9,3.74,2
0.72,60.5,2919,5.8,5.83,3.52,1
0.8,62.5,2919,5.92,5.96,3.71,2
0.73,62.2,2919,5.79,5.75,3.59,1
0.7,63.8,2919,5.61,5.58,3.57,3
0.73,61.9,2919,5.79,5.76,3.58,2
0.73,61.9,2919,5.83,5.77,3.59,1
0.71,59.7,2920,5.87,5.78,3.48,1
0.72,61,2920,5.78,5.85,3.55,3
0.71,59.1,2920,5.88,5.83,3.46,3
0.71,62.6,2920,5.71,5.67,3.56,3
0.74,60.5,2921,5.79,5.81,3.51,2
0.71,59.9,2921,5.77,5.81,3.47,1
